delay_risk_prob,risk_tier
0.3374764240072059,Low
0.7240450616190616,High
0.2810370823854496,Low
0.3576774447876612,Low
0.2755389641929242,Low
0.5167567300004744,Moderate
0.19789060881418616,Low
0.7724386993633671,High
0.2868524335020897,Low
0.792823909973047,High
0.6002790759181987,Moderate
0.3816442551412668,Low
0.5275385465299283,Moderate
0.33289818754649547,Low
0.47339403986469275,Moderate
0.32309180326727893,Low
0.13158444759098695,Low
0.6041702928603443,Moderate
0.5103272201326986,Moderate
0.45748931854469815,Moderate
0.47417553503878684,Moderate
0.2797160466750169,Low
0.5540657823590267,Moderate
0.5720706205164999,Moderate
0.603531125433209,Moderate
0.34646673603605493,Low
0.25106972414630907,Low
0.38367396241449275,Low
0.5250852489230827,Moderate
0.15650720099386212,Low
0.17237449065940583,Low
0.17715686624980923,Low
0.18991864188184146,Low
0.5543768215178506,Moderate
0.1564595127966248,Low
0.432202572967348,Moderate
0.45224119102614135,Moderate
0.3632287098248707,Low
0.48762823260076893,Moderate
0.5060382986417155,Moderate
0.2997484757397335,Low
0.4511642467636115,Moderate
0.254080732165259,Low
0.21533015215360252,Low
0.5310180502962453,Moderate
0.35406662154233504,Low
0.4038262774032672,Moderate
0.4304158669220942,Moderate
0.3043020942657347,Low
0.5543689479583493,Moderate
0.8759189799416212,High
0.5012099700021866,Moderate
0.784394770887708,High
0.3495922966364942,Low
0.8243578301732387,High
0.12470226730496767,Low
0.4901268956521439,Moderate
0.625667032665261,Moderate
0.5207910307197696,Moderate
0.4394926805403809,Moderate
0.31348420086144535,Low
0.45009638611845576,Moderate
0.7222927671715559,High
0.21894536687725383,Low
0.6044690939213969,Moderate
0.4745550081295921,Moderate
0.7307227341967077,High
0.2751226173464448,Low
0.10819992288826187,Low
0.512541852939907,Moderate
0.3423569304198951,Low
0.4457542728870694,Moderate
0.581733817869723,Moderate
0.39269931097708666,Low
0.5534333598835365,Moderate
0.6936224575939423,Moderate
0.3324331491232152,Low
0.370389869172789,Low
0.33883053096689447,Low
0.4619484230506351,Moderate
0.29020154544418586,Low
0.5212308567597081,Moderate
0.5576236145134555,Moderate
0.5947919506495539,Moderate
0.27202400588327336,Low
0.7781022801874664,High
0.5847542952986744,Moderate
0.32928604605596934,Low
0.8391495981235673,High
0.4301800435129969,Moderate
0.1436748289531768,Low
0.6181220326047131,Moderate
0.3803040564552548,Low
0.4672516707779979,Moderate
0.7072876701005065,High
0.3994387608009522,Low
0.4173170778368388,Moderate
0.6731484369429785,Moderate
0.8480450663234964,High
0.8906110480136875,High
0.770396363857073,High
0.5416083671592326,Moderate
0.2664943424205228,Low
0.6255047066830982,Moderate
0.5608145293959309,Moderate
0.7861771101677999,High
0.27283342329228116,Low
0.3682992685037443,Low
0.10114928925200478,Low
0.3663048060453849,Low
0.39136709527396724,Low
0.3263866358382657,Low
0.634108024026326,Moderate
0.47399114367689454,Moderate
0.43399428203428003,Moderate
0.16633917471572543,Low
0.6018215175107857,Moderate
0.4996357537011544,Moderate
0.4866283836297318,Moderate
0.08990384515759348,Low
0.9272131863099122,High
0.33752155727585315,Low
0.5160091044463813,Moderate
0.7682916332044546,High
0.6957240198213991,Moderate
0.4997283025321103,Moderate
0.535193086524458,Moderate
0.25770496510707025,Low
0.7616874946460181,High
0.4623846315493207,Moderate
0.13348764502848762,Low
0.45330923846900745,Moderate
0.2762958840706529,Low
0.1832380178111237,Low
0.23062510859011728,Low
0.21995959556157962,Low
0.5671304748768367,Moderate
0.7184022731897675,High
0.8372524933545807,High
0.20736223974011642,Low
0.281328040932179,Low
0.28557047253933415,Low
0.8225535748328595,High
0.40229021830163414,Moderate
0.3658031774820146,Low
0.38646668729401124,Low
0.5296160734535076,Moderate
0.36673781713092246,Low
0.41571212869960894,Moderate
0.8746369295893895,High
0.38730125547605077,Low
0.44461629944858766,Moderate
0.5299231875720304,Moderate
0.3428372611692631,Low
0.8604191324027469,High
0.5015846624584507,Moderate
0.29181569583000355,Low
0.41367000513017155,Moderate
0.5260349483972064,Moderate
0.49136964048643594,Moderate
0.3668583673721768,Low
0.29291416069472104,Low
0.1802450495195256,Low
0.6947589237107861,Moderate
0.0958807415228309,Low
0.4078124604186451,Moderate
0.1414724986554949,Low
0.35748422143128533,Low
0.422938155756431,Moderate
0.6953807201143839,Moderate
0.10306080503151199,Low
0.47767269992030176,Moderate
0.3100140491839907,Low
0.5450263986277883,Moderate
0.6088653663817736,Moderate
0.5192824288372557,Moderate
0.6555274773544253,Moderate
0.3171667603263832,Low
0.2891931582539212,Low
0.5947995342453307,Moderate
0.35801876932854554,Low
0.5815376344284101,Moderate
0.9313305752372719,High
0.4039963650281148,Moderate
0.17442398820921107,Low
0.5732898581368964,Moderate
0.1367486153930289,Low
0.335045858234426,Low
0.6899391992441655,Moderate
0.4469259740563339,Moderate
0.3157044120547752,Low
0.7902702878977425,High
0.577839140723951,Moderate
0.4536786158253308,Moderate
0.682379389831669,Moderate
0.6557162543937123,Moderate
0.24738227576276697,Low
0.426137199177989,Moderate
0.5260528912779521,Moderate
0.395456471539875,Low
0.36639903166872895,Low
0.43284032380037507,Moderate
0.45340894631937495,Moderate
0.44965136013736984,Moderate
0.558491652635254,Moderate
0.5974881833389539,Moderate
0.34317050247563186,Low
0.23820770943200037,Low
0.8340617585156902,High
0.3475532058194189,Low
0.6265411212382322,Moderate
0.29612356785765165,Low
0.8076668140815437,High
0.42735114641910393,Moderate
0.47824424407452126,Moderate
0.7730091381078786,High
0.4239806807398391,Moderate
0.5547612265636475,Moderate
0.4413779344901623,Moderate
0.5153921201295488,Moderate
0.3002871931535483,Low
0.9568370233321184,High
0.16962254752922182,Low
0.6980853262714473,Moderate
0.20745027618524162,Low
0.38614442724296927,Low
0.35957202627555945,Low
0.38939057814161804,Low
0.3153231961535804,Low
0.7592654971449389,High
0.22159452441694288,Low
0.7581326125507226,High
0.4441770881911726,Moderate
0.44012205401794974,Moderate
0.679570421946465,Moderate
0.25977970573717807,Low
0.20122645231058225,Low
0.3324696822581913,Low
0.5023152872105664,Moderate
0.4309335633605556,Moderate
0.7269331499726819,High
0.20642182354426453,Low
0.6165912614587047,Moderate
0.5140600358578786,Moderate
0.5300962757116355,Moderate
0.7669126263140246,High
0.4922911955184866,Moderate
0.19577240604805987,Low
0.541641995486097,Moderate
0.4854340416542179,Moderate
0.6574946995076757,Moderate
0.5998374101854382,Moderate
0.5266323527003813,Moderate
0.680538569672737,Moderate
0.23595889803432266,Low
0.22784895154892862,Low
0.5630635295922612,Moderate
0.5307451375615501,Moderate
0.460803272323145,Moderate
0.755796144615949,High
0.41588437113067156,Moderate
0.27446517361965383,Low
0.4855895842313283,Moderate
0.6000588152706419,Moderate
0.29000340109185146,Low
0.5165593254300341,Moderate
0.8730234178564035,High
0.40570461521488466,Moderate
0.1941692516179529,Low
0.23820603928528133,Low
0.3571261195023215,Low
0.4796928314780202,Moderate
0.4039165804296778,Moderate
0.7056452145189281,High
0.6557972553869601,Moderate
0.35905960884567156,Low
0.18547296337748456,Low
0.5754799507138573,Moderate
0.7595346263384911,High
0.44149546048348837,Moderate
0.45418860543934647,Moderate
0.2144885230539983,Low
0.7996287643238336,High
0.41048718599471573,Moderate
0.6811148847816092,Moderate
0.36229710265089965,Low
0.18052493192378083,Low
0.6785885967367941,Moderate
0.5519268234950403,Moderate
0.4375927152230664,Moderate
0.5589624081142399,Moderate
0.42493717643470724,Moderate
0.5788891801671494,Moderate
0.6491468739536486,Moderate
0.5589680294244654,Moderate
0.3970305930261465,Low
0.8854557527611543,High
0.3256821386060928,Low
0.7080850391254392,High
0.7052192489014275,High
0.6110053780675583,Moderate
0.3917396020831559,Low
0.13608335215470282,Low
0.2173236733871195,Low
0.6120436576029118,Moderate
0.2766533159299964,Low
0.8490044574145518,High
0.6440394191444669,Moderate
0.3486765591834424,Low
0.6176551031766345,Moderate
0.5022033901338904,Moderate
0.42027041048239167,Moderate
0.5357524038168432,Moderate
0.48215869276325557,Moderate
0.4793139458439141,Moderate
0.6253660026888453,Moderate
0.41390311886728937,Moderate
0.7610632402281292,High
0.7932261669707531,High
0.5371946803911727,Moderate
0.616200089640252,Moderate
0.39465334260643936,Low
0.2468583226072838,Low
0.5983750995168875,Moderate
0.8952561509184279,High
0.5821065140984613,Moderate
0.3132871406369963,Low
0.6821366522767145,Moderate
0.8876034888956469,High
0.25993791479678163,Low
0.44056036600715737,Moderate
0.5573980817644327,Moderate
0.3576286176733566,Low
0.24512086223809773,Low
0.8344074913626766,High
0.42999894807510947,Moderate
0.5145991397937775,Moderate
0.8225792064287906,High
0.2674649568515514,Low
0.7113880470920964,High
0.20434759240894546,Low
0.32897151119126883,Low
0.48582198618993944,Moderate
0.27158418713593224,Low
0.41976441416617216,Moderate
0.7493406875096346,High
0.574203654560999,Moderate
0.3907900178768916,Low
0.4845055572340187,Moderate
0.26682531895260353,Low
0.2877421446450215,Low
0.7477026251920285,High
0.7808567787170122,High
0.42226127385704004,Moderate
0.807193621878479,High
0.44924404471861945,Moderate
0.41295496607690674,Moderate
0.7037900098428017,High
0.4862340643991906,Moderate
0.13266121945512796,Low
0.3594397036026349,Low
0.6720069342521773,Moderate
0.5989588977176146,Moderate
0.38846370420511517,Low
0.8643589986184694,High
0.3799071803266189,Low
0.588085183415117,Moderate
0.5078545590381262,Moderate
0.2718145655680602,Low
0.6124597080501929,Moderate
0.5245414912419349,Moderate
0.63119140749617,Moderate
0.6303277980562983,Moderate
0.21785593223401312,Low
0.4079157159633172,Moderate
0.5010607554978942,Moderate
0.29630221542878143,Low
0.6559583941713126,Moderate
0.4858253421123666,Moderate
0.46649384170784725,Moderate
0.7099452846874297,High
0.7749637335363974,High
0.3957297082441777,Low
0.3989917322524266,Low
0.17101499363082343,Low
0.32722745717004575,Low
0.6831176348867184,Moderate
0.679368907545659,Moderate
0.4751561624353121,Moderate
0.5476455053214884,Moderate
0.12441567735997976,Low
0.4324682644317122,Moderate
0.3801436090170911,Low
0.2515201808801721,Low
0.3658031774820146,Low
0.2776853576131454,Low
0.17235128078964268,Low
0.23842031348933831,Low
0.2318483497130712,Low
0.6070660925198678,Moderate
0.5932148608235565,Moderate
0.20598773162339515,Low
0.4951642902571432,Moderate
0.6572565299143831,Moderate
0.8580228709149212,High
0.37082602648250096,Low
0.3325749846535747,Low
0.5268323800861247,Moderate
0.39365912966411626,Low
0.20496962936337318,Low
0.4906096406415279,Moderate
0.45791477746818243,Moderate
0.22625224322103157,Low
0.45719605166769084,Moderate
0.3893606859263957,Low
0.5674791336642763,Moderate
0.23954115962546568,Low
0.4837497726109093,Moderate
0.5256820969670716,Moderate
0.6312302751044804,Moderate
0.32255498450899517,Low
0.5675383988185496,Moderate
0.1503851202127237,Low
0.5973301074433377,Moderate
0.3920876610082064,Low
0.16322305657496877,Low
0.18976189454362677,Low
0.5698857749249565,Moderate
0.4339277502374305,Moderate
0.7450127281603716,High
0.5072717926028352,Moderate
0.6968065435166683,Moderate
0.41338008599101433,Moderate
0.5399217840054575,Moderate
0.39106343255298676,Low
0.16994759785569058,Low
0.436006440511839,Moderate
0.8567893585718837,High
0.8263030934274322,High
0.1867727789705105,Low
0.47935374984558954,Moderate
0.3795657606907475,Low
0.28215324948829157,Low
0.4743835303393857,Moderate
0.5168677296449746,Moderate
0.4725856453611447,Moderate
0.35917631109049847,Low
0.6799206210242049,Moderate
0.5491493385851051,Moderate
0.73838297330118,High
0.2650156685030649,Low
0.42418299653478886,Moderate
0.8239679167838604,High
0.46898248704309636,Moderate
0.32359767262875055,Low
0.5201685157535654,Moderate
0.5383067033932296,Moderate
0.3096352146929623,Low
0.25002455659631806,Low
0.7361214961967638,High
0.2729574520202345,Low
0.825901357987892,High
0.5293146962875075,Moderate
0.42880594954244033,Moderate
0.23312750490039974,Low
0.4582933278523997,Moderate
0.7256181708000218,High
0.26220050142704243,Low
0.35228284389568243,Low
0.4194308574053992,Moderate
0.7806074735363935,High
0.598831074044537,Moderate
0.36054993735446644,Low
0.46224649127398554,Moderate
0.41756592308822155,Moderate
0.5409155356108324,Moderate
0.6041708691473284,Moderate
0.36910177095821617,Low
0.6571680132666976,Moderate
0.3893106717448397,Low
0.38749804366253343,Low
0.7309578608586853,High
0.810462514830095,High
0.3749116135485097,Low
0.6580158537472437,Moderate
0.2708636408957864,Low
0.4910349297739876,Moderate
0.098340968842567,Low
0.132421655498659,Low
0.6363672198736929,Moderate
0.8708849501644251,High
0.42208155422466664,Moderate
0.37740636290029744,Low
0.784788209911693,High
0.45353360854237984,Moderate
0.5485770380529403,Moderate
0.4060396592025663,Moderate
0.4624823702793625,Moderate
0.32417165399855863,Low
0.37783680633618794,Low
0.15437699936366045,Low
0.8693378673365124,High
0.5316461083741999,Moderate
0.12842944009258217,Low
0.7685310347978825,High
0.34562238828547304,Low
0.3704756615069277,Low
0.6288160702969722,Moderate
0.376283759834196,Low
0.7235653106957768,High
0.2514369505336626,Low
0.3830895800931663,Low
0.5619085823129837,Moderate
0.5658770562656033,Moderate
0.2076488817140165,Low
0.7711164391235568,High
0.34388708415422686,Low
0.9048750267251552,High
0.4943279037069265,Moderate
0.6553918146006849,Moderate
0.6656508039159101,Moderate
0.39872744393988474,Low
0.3865789883930535,Low
0.20899144269025882,Low
0.31067701615384546,Low
0.5032045960678503,Moderate
0.45957896493701345,Moderate
0.2797522092164594,Low
0.8082116875234924,High
0.4889037270187394,Moderate
0.3609134627910307,Low
0.545634495838158,Moderate
0.1608031079799731,Low
0.3188903941337261,Low
0.5142859103187486,Moderate
0.29332093213976795,Low
0.6431669425993064,Moderate
0.41774513937239804,Moderate
0.9108856052593483,High
0.3736196076169316,Low
0.7568819876373928,High
0.5055542608842546,Moderate
0.593371390317557,Moderate
0.5349114645261195,Moderate
0.594436497207013,Moderate
0.7511033228674995,High
0.34269698535092363,Low
0.623248028743804,Moderate
0.36563949179452127,Low
0.5740815416154502,Moderate
0.3666789923511442,Low
0.5041226680974271,Moderate
0.2047996315539391,Low
0.5530689630681299,Moderate
0.4947182454124836,Moderate
0.4891279034306709,Moderate
0.4572974642722846,Moderate
0.4259648901183702,Moderate
0.8749665326571027,High
0.5106606214727875,Moderate
0.6100929818942572,Moderate
0.3069490821384535,Low
0.6420139218243854,Moderate
0.33794457163677283,Low
0.6267734099627997,Moderate
0.5436801282699179,Moderate
0.45019778839091384,Moderate
0.11554610533136028,Low
0.5281218837336983,Moderate
0.4590854534813968,Moderate
0.36054993735446644,Low
0.2760263541607926,Low
0.3408865651091115,Low
0.16904693262953585,Low
0.21668776406796003,Low
0.5984627907538977,Moderate
0.508161022203745,Moderate
0.5397384285291881,Moderate
0.5357331794769883,Moderate
0.4604770026356743,Moderate
0.9075468433579743,High
0.7120080555237669,High
0.8449430625211428,High
0.38927366983216155,Low
0.5004862880002157,Moderate
0.3743566418325018,Low
0.5257391338487958,Moderate
0.39184471728997294,Low
0.32906976592814796,Low
0.8481950833576465,High
0.3498659799462352,Low
0.3789005138219189,Low
0.6154986861732025,Moderate
0.16425167770899854,Low
0.8066466430152957,High
0.8168418694806489,High
0.2735762417115049,Low
0.3171759107481692,Low
0.7078526292520302,High
0.3915731076564566,Low
0.4324184752021034,Moderate
0.5590976572333117,Moderate
0.45277702457811025,Moderate
0.6861337736979983,Moderate
0.7120935333528051,High
0.15676864452670072,Low
0.4632335646469965,Moderate
0.6340228924460899,Moderate
0.367427229393324,Low
0.9279996793531191,High
0.7023472106264764,High
0.5991179566245904,Moderate
0.40248641753062847,Moderate
0.3550767193747441,Low
0.5309434774978049,Moderate
0.3817491020177648,Low
0.7468890421853839,High
0.38377313990372486,Low
0.4351809601752151,Moderate
0.3537589554893529,Low
0.6801301737097206,Moderate
0.8229532489652512,High
0.8229781332266801,High
0.4720705630542108,Moderate
0.5463247669470009,Moderate
0.4854192956164467,Moderate
0.2803966491000698,Low
0.5684915606533767,Moderate
0.5485165483199161,Moderate
0.630522863152732,Moderate
0.16484364718221678,Low
0.4075309515404827,Moderate
0.7475028944386766,High
0.5835164750862867,Moderate
0.2928988380699672,Low
0.41623556006097445,Moderate
0.09325403659136915,Low
0.4074214331751235,Moderate
0.610521509169525,Moderate
0.762264441851729,High
0.4063625006417106,Moderate
0.39985725355147667,Low
0.5181234499217814,Moderate
0.5118368276996565,Moderate
0.20606319665456932,Low
0.42978770319899673,Moderate
0.6547839606982544,Moderate
0.29055944856203464,Low
0.27797953332888375,Low
0.23709539268687754,Low
0.4391009657752418,Moderate
0.6715867344386692,Moderate
0.36733477050592206,Low
0.6254750612664335,Moderate
0.6581663881295506,Moderate
0.47469369518657384,Moderate
0.2280582205223433,Low
0.43031876073617625,Moderate
0.6458295415131697,Moderate
0.6856284778700277,Moderate
0.2395135462920894,Low
0.20467771838136653,Low
0.8159424623418036,High
0.4872103322806431,Moderate
0.5780247557672449,Moderate
0.5261940974311574,Moderate
0.5731326632269501,Moderate
0.3429978041877925,Low
0.5388543077626832,Moderate
0.5483403437699564,Moderate
0.4706696636464928,Moderate
0.353446577076372,Low
0.9293351719834699,High
0.2698048680606101,Low
0.4355149387445632,Moderate
0.7408571637052279,High
0.4759512195274383,Moderate
0.27997769301653275,Low
0.8405618852219133,High
0.4320572720469543,Moderate
0.39641849075305147,Low
0.2944194423421035,Low
0.5235164351153432,Moderate
0.7456989595701301,High
0.7014493329961491,High
0.631430591867189,Moderate
0.3973380101222781,Low
0.6307192251763503,Moderate
0.8645471504701672,High
0.6364491511501518,Moderate
0.5090184401919768,Moderate
0.8902838714195704,High
0.6949698950482677,Moderate
0.3688375335371321,Low
0.35455124561172974,Low
0.5189512791123115,Moderate
0.3095297007465723,Low
0.5033349578449721,Moderate
0.47566758599493414,Moderate
0.600093155340016,Moderate
0.5869697132104782,Moderate
0.32789279077252964,Low
0.5429992466666261,Moderate
0.4879078304437889,Moderate
0.7868710561594366,High
0.5523686794034636,Moderate
0.1278330272358241,Low
0.48170489010090606,Moderate
0.8897062920486436,High
0.5733119303195242,Moderate
0.7724048947345244,High
0.1445787364648979,Low
0.714324292065662,High
0.5809784506472215,Moderate
0.35916319113955947,Low
0.6066846701473272,Moderate
0.8990549653854811,High
0.6462351953287986,Moderate
0.15714331898108086,Low
0.5811042031046505,Moderate
0.21930239740657156,Low
0.5570848192068385,Moderate
0.41906138804138787,Moderate
0.6276842091047551,Moderate
0.5501700607610134,Moderate
0.4297219880292736,Moderate
0.7054360058858039,High
0.36635016155706324,Low
0.4263175240689091,Moderate
0.5645089155372333,Moderate
0.6764175237293495,Moderate
0.6676884376544905,Moderate
0.3862283926864114,Low
0.6922422809649763,Moderate
0.573706125249485,Moderate
0.19037636761028104,Low
0.5001547182742265,Moderate
0.5268856509020428,Moderate
0.4895598360700799,Moderate
0.7822618463658919,High
0.6894584493134116,Moderate
0.1412566914452495,Low
0.6488734711840192,Moderate
0.42476016771832154,Moderate
0.6134401583810285,Moderate
0.6677022725261212,Moderate
0.1278383814117209,Low
0.7649406022415156,High
0.5613026670173864,Moderate
0.3099265488509368,Low
0.3691311005769306,Low
0.2172915610114159,Low
0.4476249600153401,Moderate
0.5653445907509046,Moderate
0.42940874029894094,Moderate
0.7799017472532112,High
0.23237997809038027,Low
0.4490329092645487,Moderate
0.522575701145773,Moderate
0.1504332808674135,Low
0.3853356652433236,Low
0.5896840571650929,Moderate
0.5686042062824549,Moderate
0.3977248580993746,Low
0.41148070218232213,Moderate
0.4048303511199507,Moderate
0.3849623855715613,Low
0.354268784014046,Low
0.7041649978274782,High
0.8329351062958854,High
0.4641624047457345,Moderate
0.46940784547062914,Moderate
0.21861006107124253,Low
0.32847592662366953,Low
0.5982328024820924,Moderate
0.42784463034880404,Moderate
0.769159844107976,High
0.25219631970198914,Low
0.5992120238306736,Moderate
0.8184180371241784,High
0.378688741576797,Low
0.28501719787179364,Low
0.5631484946770567,Moderate
0.5434722228914997,Moderate
0.23257733260653002,Low
0.6869151648905011,Moderate
0.46249884896593046,Moderate
0.6006895447353414,Moderate
0.8394037521034677,High
0.210271095017012,Low
0.3156507923440569,Low
0.3347599966526931,Low
0.20286631012430603,Low
0.675883964325672,Moderate
0.5852495649221907,Moderate
0.3609979791664742,Low
0.25394154808455,Low
0.3516943078675559,Low
0.3902765719924915,Low
0.2171800076435218,Low
0.5391738393387457,Moderate
0.2504818716380894,Low
0.5167962677066286,Moderate
0.41511462355252454,Moderate
0.2646054905454394,Low
0.6077428516436503,Moderate
0.3249127930417673,Low
0.5488570211248753,Moderate
0.764740101048001,High
0.5788927271048068,Moderate
0.4948356922376225,Moderate
0.5596615812570224,Moderate
0.6104840138298572,Moderate
0.6458452375910523,Moderate
0.47139163772155745,Moderate
0.5506192723728004,Moderate
0.4342398874417509,Moderate
0.6436252900888959,Moderate
0.5803965825748987,Moderate
0.2827856716723813,Low
0.5746510764894838,Moderate
0.5662574328571393,Moderate
0.34901295068816085,Low
0.6342947602811819,Moderate
0.43779595101625685,Moderate
0.5179569706047774,Moderate
0.47363750058641674,Moderate
0.7032358046526452,High
0.6891168485494406,Moderate
0.4630862631279179,Moderate
0.38708547486270584,Low
0.17599538768621725,Low
0.4294635836982043,Moderate
0.6266952934478877,Moderate
0.7072434134948558,High
0.5673136291778919,Moderate
0.36044696800486303,Low
0.4354372582644871,Moderate
0.7627504658380353,High
0.622860245978812,Moderate
0.3377401203665816,Low
0.6260925457062109,Moderate
0.679758182569543,Moderate
0.5572874163232188,Moderate
0.3046281548978948,Low
0.3981705733229788,Low
0.3457850171302254,Low
0.26482000843516534,Low
0.19001929228924053,Low
0.47440690450452677,Moderate
0.24496970229808487,Low
0.7414925472954442,High
0.5254042475253247,Moderate
0.5588517899295167,Moderate
0.0949062206903062,Low
0.5371374322212502,Moderate
0.723853381566038,High
0.44645419562454236,Moderate
0.48001178303902403,Moderate
0.2069680995536575,Low
0.46946304429367103,Moderate
0.5803416457382754,Moderate
0.2746460618985011,Low
0.3266275422188132,Low
0.4873200842237953,Moderate
0.3266014672993931,Low
0.3941381124644491,Low
0.614521644816291,Moderate
0.658118355898106,Moderate
0.6967785748896097,Moderate
0.643697231662603,Moderate
0.09070137845462511,Low
0.48493703421155127,Moderate
0.6438149538507237,Moderate
0.5133352657331516,Moderate
0.31522817681029175,Low
0.5800295687932321,Moderate
0.6059974031395683,Moderate
0.11913012363932435,Low
0.7072707150601367,High
0.6797213858032878,Moderate
0.501120966375059,Moderate
0.3168213479917138,Low
0.35093943316650966,Low
0.3923971987982756,Low
0.8043810555968666,High
0.34752377027430076,Low
0.661370009770714,Moderate
0.3561164563525166,Low
0.48993302000471867,Moderate
0.29408936016634907,Low
0.6170235800389432,Moderate
0.5695370153434742,Moderate
0.3629353187672046,Low
0.42014633906090226,Moderate
0.43000452177890164,Moderate
0.3534861759279033,Low
0.6476056912871276,Moderate
0.21156869425530317,Low
0.36282999297623614,Low
0.5427851937935192,Moderate
0.6372489604150933,Moderate
0.45716662347109005,Moderate
0.31663210227775596,Low
0.46512394579938665,Moderate
0.49774889561157687,Moderate
0.17526760939377703,Low
0.5596763266828989,Moderate
0.34236695328143874,Low
0.6184259843556426,Moderate
0.28317725933018517,Low
0.19171169813105207,Low
0.37006123255117973,Low
0.3818592039031885,Low
0.6226179580068073,Moderate
0.44217039363589594,Moderate
0.5245603056221407,Moderate
0.612403531684027,Moderate
0.29095608095286957,Low
0.664254963502506,Moderate
0.43573376251939433,Moderate
0.6613820919515829,Moderate
0.6342474961511054,Moderate
0.6974503583421205,Moderate
0.6720309103701488,Moderate
0.565648955088002,Moderate
0.6791243119060681,Moderate
0.23872467484904694,Low
0.45821239485112947,Moderate
0.37665502857402233,Low
0.5477186228199612,Moderate
0.20692083216863236,Low
0.2802346628677603,Low
0.6492496905043622,Moderate
0.398161791627247,Low
0.2266514370793154,Low
0.1867275519323109,Low
0.387428819319959,Low
0.5337981852591375,Moderate
0.4900139096490545,Moderate
0.8215614541651837,High
