"nct_id","reporting_lag_days","delayed_reporting","covid_period","TOCI","SGMP"
"NCT00105066",1790,1,0,1.04584912380555,0.359241126070991
"NCT00106964",1730,1,0,4.07419496317704,0.398611425552789
"NCT00107991",856,1,0,0.00306399290749426,0.368074063683546
"NCT00108069",340,0,0,0.668974605453891,0.57
"NCT00110214",1072,1,0,4.75788068938594,0.359241126070991
"NCT00110617",986,1,0,2.7071402504917,0.447563996696945
"NCT00112385",299,0,0,0.0429716072474139,0.318713450292398
"NCT00112736",1824,1,0,0.974614930951716,0.359241126070991
"NCT00113321",299,0,0,-0.957028392752586,0.398611425552789
"NCT00114244",1559,1,0,0.791480903734743,0.359241126070991
"NCT00115934",349,0,0,3.33873847179062,0.398611425552789
"NCT00116688",397,1,0,3.96261694285603,0.458841572152079
"NCT00117572",422,1,0,3.90113337458555,0.398611425552789
"NCT00118378",552,1,0,2.30710582042963,0.398611425552789
"NCT00119067",1745,1,0,4.01996836987499,0.331109257714762
"NCT00119106",727,1,0,3.30526387438819,0.331109257714762
"NCT00120523",740,1,0,5.30662591508439,0.458841572152079
"NCT00122382",794,1,0,4.75913216130968,0.447563996696945
"NCT00124449",721,1,0,1.83937649736198,0.447563996696945
"NCT00124943",904,1,0,1.28985747906334,0.458841572152079
"NCT00125957",1592,1,0,1.47960096722029,0.368074063683546
"NCT00128661",349,0,0,5.04859230400931,0.458841572152079
"NCT00128830",1641,1,0,2.70404248461672,0.458841572152079
"NCT00129961",363,0,0,3.11773218219602,0.458841572152079
"NCT00130247",352,0,0,4.11368608017082,0.359241126070991
"NCT00130793",1258,1,0,3.06886477993613,0.458841572152079
"NCT00131248",602,1,0,0.116188554713602,0.368074063683546
"NCT00132678",359,0,0,4.34345730227468,0.458841572152079
"NCT00132808",1015,1,0,3.36882301270768,0.458841572152079
"NCT00136955",341,0,0,0.638351687117747,0.447563996696945
"NCT00137111",90,0,0,3.27148381541595,0.398611425552789
"NCT00137969",284,0,0,2.8459451418689,0.458841572152079
"NCT00138073",693,1,0,0.827725325351349,0.368074063683546
"NCT00138151",1022,1,0,0.499252397688402,0.398611425552789
"NCT00139776",357,0,0,4.63798839709071,0.458841572152079
"NCT00142935",1435,1,0,1.12525539589488,0.398611425552789
"NCT00144170",315,0,0,4.64322767231562,0.447563996696945
"NCT00145587",844,1,0,-0.996936007092506,0.398611425552789
"NCT00147225",372,1,0,0.827725325351349,0.398611425552789
"NCT00147966",78,0,0,-0.703156795891771,0.318713450292398
"NCT00149825",699,1,0,0.438445439646692,0.368074063683546
"NCT00150592",1436,1,0,1.60721029407299,0.458841572152079
"NCT00151996",1718,1,0,1.02875013559558,0.458841572152079
"NCT00153803",1784,1,0,2.80195762772874,0.398611425552789
"NCT00153985",1710,1,0,-1.09887122620808,0.368074063683546
"NCT00156065",878,1,0,3.62495460384369,0.458841572152079
"NCT00156923",1346,1,0,1.26613332470306,0.447563996696945
"NCT00157248",656,1,0,3.05625723112845,0.447563996696945
"NCT00158249",622,1,0,0.212693815012903,0.368074063683546
"NCT00159783",1081,1,0,3.72542681620873,0.458841572152079
"NCT00163215",337,0,0,1.71239302296171,0.458841572152079
"NCT00168103",903,1,0,2.36674340416678,0.447563996696945
"NCT00171873",973,1,0,2.11012199300208,0.387660069848661
"NCT00174447",349,0,0,1.66897460545389,0.458841572152079
"NCT00174785",480,1,0,5.7338369620586,0.447563996696945
"NCT00174915",1777,1,0,3.77151773898229,0.458841572152079
"NCT00174941",802,1,0,1.31275627601294,0.447563996696945
"NCT00176852",1093,1,0,0.241955256062018,0.398611425552789
"NCT00180479",654,1,0,3.72710862769242,0.458841572152079
"NCT00182000",1552,1,0,1.4992523976884,0.368074063683546
"NCT00182689",1389,1,0,1.14004869336362,0.359241126070991
"NCT00183430",1240,1,0,0.182070896676758,0.398611425552789
"NCT00183625",1786,1,0,2.26006623997064,0.398611425552789
"NCT00184028",1329,1,0,-0.133619609283813,0.398611425552789
"NCT00185731",1516,1,0,0.322661181157175,0.387660069848661
"NCT00186992",495,1,0,1.67548636243249,0.398611425552789
"NCT00187486",25,0,0,0.945780801851148,0.398611425552789
"NCT00187889",1517,1,0,1.98395230784333,0.398611425552789
"NCT00191269",357,0,0,0.965143198710393,0.447563996696945
"NCT00191724",349,0,0,0.726251935555869,0.447563996696945
"NCT00193427",1411,1,0,1.02875013559558,0.398611425552789
"NCT00193492",614,1,0,0.884022351424617,0.398611425552789
"NCT00193596",1567,1,0,2.66238594930631,0.398611425552789
"NCT00194025",788,1,0,1.18207089667676,0.318713450292398
"NCT00194077",877,1,0,0.884022351424617,0.368074063683546
"NCT00194532",760,1,0,1.93478332544593,0.368074063683546
"NCT00201643",921,1,0,3.18170760664972,0.458841572152079
"NCT00203411",1777,1,0,0.698236046503006,0.398611425552789
"NCT00203424",773,1,0,0.269971145114881,0.398611425552789
"NCT00203502",235,0,0,0.622488894639382,0.398611425552789
"NCT00206518",94,0,0,1.55091326799972,0.387660069848661
"NCT00207090",642,1,0,0.149953598507861,0.447563996696945
"NCT00207636",197,0,0,2.58885812684274,0.331109257714762
"NCT00210470",371,1,0,0.37144453491036,0.458841572152079
"NCT00214526",1500,1,0,1.28985747906334,0.447563996696945
"NCT00214539",1653,1,0,0.518334140510727,0.447563996696945
"NCT00223652",1713,1,0,1.11012199300208,0.331109257714762
"NCT00223821",1776,1,0,1.54698326209612,0.331109257714762
"NCT00224120",1196,1,0,3.21824717630844,0.447563996696945
"NCT00225277",352,0,0,4.32919810141424,0.458841572152079
"NCT00225498",1503,1,0,-0.463121702677733,0.368074063683546
"NCT00226811",348,0,0,2.05423489368847,0.447563996696945
"NCT00228943",379,1,0,0.394544239547649,0.318713450292398
"NCT00231062",1764,1,0,2.30710582042963,0.458841572152079
"NCT00231179",1097,1,0,2.93914277206517,0.398611425552789
"NCT00232583",654,1,0,0.862077851588548,0.368074063683546
"NCT00232596",1253,1,0,3.94777599788746,0.458841572152079
"NCT00233090",1680,1,0,0.212693815012903,0.398611425552789
"NCT00233454",1824,1,0,0.347504659088665,0.387660069848661
"NCT00233948",551,1,0,0.416860750715248,0.398611425552789
"NCT00236938",1567,1,0,2.34030314186561,0.458841572152079
"NCT00237692",1459,1,0,2.38003749234214,0.331109257714762
"NCT00238238",1629,1,0,1.19610586735422,0.398611425552789
"NCT00240331",333,0,0,5.3974789070429,0.447563996696945
"NCT00240539",350,0,0,1.55491433057818,0.458841572152079
"NCT00241839",667,1,0,2.48068586713458,0.398611425552789
"NCT00243269",295,0,0,1.09463247755873,0.368074063683546
"NCT00244140",394,1,0,4.17869490558504,0.458841572152079
"NCT00245557",381,1,0,0.668974605453891,0.368074063683546
"NCT00246012",1766,1,0,2.45399542602999,0.458841572152079
"NCT00246025",1237,1,0,2.28575238265873,0.447563996696945
"NCT00246753",1681,1,0,0.416860750715248,0.398611425552789
"NCT00248170",343,0,0,5.6655702186515,0.458841572152079
"NCT00248560",1691,1,0,0.554914330578185,0.368074063683546
"NCT00250432",348,0,0,3.68194008112173,0.458841572152079
"NCT00251927",434,1,0,4.41784869079035,0.458841572152079
"NCT00251979",347,0,0,4.90439438898944,0.447563996696945
"NCT00253435",602,1,0,1.76615954989579,0.368074063683546
"NCT00253448",545,1,0,-0.463121702677733,0.398611425552789
"NCT00259610",1066,1,0,3.54100836285548,0.398611425552789
"NCT00262951",198,0,0,0.269971145114881,0.398611425552789
"NCT00264147",353,0,0,3.54621213725614,0.458841572152079
"NCT00264849",794,1,0,4.13338652400656,0.458841572152079
"NCT00265317",355,0,0,2.53102432209204,0.458841572152079
"NCT00268242",1737,1,0,0.296843204108229,0.398611425552789
"NCT00268463",1681,1,0,1.24195525606202,0.340836012861736
"NCT00271154",420,1,0,3.47608770701461,0.458841572152079
"NCT00274469",383,1,0,2.68514336741177,0.458841572152079
"NCT00276406",733,1,0,0.438445439646692,0.368074063683546
"NCT00278629",1262,1,0,1.07069260173704,0.368074063683546
"NCT00279201",346,0,0,5.21102235116173,0.447563996696945
"NCT00280293",1198,1,0,2.28985747906334,0.368074063683546
"NCT00281320",589,1,0,3.34567683728776,0.458841572152079
"NCT00281632",574,1,0,1.53687829732227,0.458841572152079
"NCT00281658",321,0,0,4.19214478619237,0.458841572152079
"NCT00282256",1746,1,0,0.149953598507861,0.458841572152079
"NCT00282282",1441,1,0,0.459344783348483,0.368074063683546
"NCT00282464",337,0,0,3.11034458043925,0.458841572152079
"NCT00282828",478,1,0,4.1186667397473,0.368074063683546
"NCT00282867",501,1,0,1.0200311467566,0.318713450292398
"NCT00282971",358,0,0,4.04340349432567,0.458841572152079
"NCT00283686",224,0,0,3.34228076213374,0.359241126070991
"NCT00284154",1349,1,0,0.778941971598163,0.398611425552789
"NCT00287053",934,1,0,1.85082502998864,0.368074063683546
"NCT00288054",210,0,0,0.296843204108229,0.340836012861736
"NCT00288080",943,1,0,4.40298380678099,0.340836012861736
"NCT00288509",706,1,0,3.26613332470306,0.458841572152079
"NCT00289289",386,1,0,3.12360999727198,0.458841572152079
"NCT00289744",358,0,0,2.59266220950842,0.458841572152079
"NCT00290238",361,0,0,2.34567683728776,0.447563996696945
"NCT00290654",759,1,0,0.698236046503006,0.398611425552789
"NCT00290732",640,1,0,0.182070896676758,0.398611425552789
"NCT00291135",1697,1,0,-0.34615879743891,0.387660069848661
"NCT00291525",183,0,0,3.71049305518141,0.458841572152079
"NCT00293033",1726,1,0,2.48934749254416,0.458841572152079
"NCT00293059",998,1,0,3.63537604631002,0.458841572152079
"NCT00293254",659,1,0,4.03781697677686,0.458841572152079
"NCT00293462",1182,1,0,2.154516836944,0.387660069848661
"NCT00293813",631,1,0,2.80728781096966,0.458841572152079
"NCT00294515",640,1,0,3.98932126735144,0.458841572152079
"NCT00294723",450,1,0,4.53312474726773,0.458841572152079
"NCT00295061",912,1,0,0.296843204108229,0.447563996696945
"NCT00295620",532,1,0,4.5469708572256,0.458841572152079
"NCT00295750",432,1,0,4.41151908400714,0.458841572152079
"NCT00295867",552,1,0,0.698236046503006,0.398611425552789
"NCT00296296",1041,1,0,1.41686075071525,0.368074063683546
"NCT00296322",1662,1,0,3.3059696809805,0.368074063683546
"NCT00297115",1051,1,0,5.02164871292813,0.458841572152079
"NCT00299000",372,1,0,1.23739201762589,0.447563996696945
"NCT00299689",1668,1,0,0.974614930951716,0.398611425552789
"NCT00299741",1409,1,0,0.554914330578185,0.368074063683546
"NCT00300469",686,1,0,3.40405678832845,0.447563996696945
"NCT00302328",1708,1,0,1.05423489368847,0.368074063683546
"NCT00306488",386,1,0,-0.186309645326107,0.359241126070991
"NCT00307489",365,0,0,2.25394271643048,0.458841572152079
"NCT00307684",350,0,0,3.50212991424654,0.458841572152079
"NCT00309387",1763,1,0,3.73881736781013,0.359241126070991
"NCT00309946",1005,1,0,1.77894197159816,0.359241126070991
"NCT00311155",895,1,0,4.48562807739098,0.447563996696945
"NCT00311584",1707,1,0,0.873141541156236,0.340836012861736
"NCT00313313",687,1,0,4.55223166742588,0.458841572152079
"NCT00313612",1413,1,0,0.60623438894885,0.359241126070991
"NCT00313716",484,1,0,1.66896874449952,0.387660069848661
"NCT00313820",343,0,0,3.73141116682006,0.458841572152079
"NCT00314106",1298,1,0,0.347504659088665,0.142857142857143
"NCT00315120",990,1,0,3.20821886868494,0.368074063683546
"NCT00316082",626,1,0,4.06349108451398,0.458841572152079
"NCT00317044",266,0,0,3.69963468059182,0.458841572152079
"NCT00319111",1181,1,0,3.48503092603657,0.458841572152079
"NCT00319553",697,1,0,3.43953497306,0.458841572152079
"NCT00322153",993,1,0,4.4693262121527,0.447563996696945
"NCT00322452",364,0,0,4.91286265452178,0.458841572152079
"NCT00324896",1303,1,0,1.43844543964669,0.398611425552789
"NCT00325403",614,1,0,4.03406611743406,0.458841572152079
"NCT00325819",1386,1,0,3.07948233323895,0.398611425552789
"NCT00326170",1406,1,0,-0.481665859489273,0.398611425552789
"NCT00326417",315,0,0,1.19610586735422,0.398611425552789
"NCT00326898",418,1,0,5.16272291570838,0.359241126070991
"NCT00326924",1717,1,0,2.0847275724145,0.398611425552789
"NCT00327171",1570,1,0,2.72542681620873,0.458841572152079
"NCT00328172",1351,1,0,2.93914277206517,0.447563996696945
"NCT00329602",345,0,0,4.13014378821938,0.458841572152079
"NCT00330382",1525,1,0,1.98730511253303,0.359241126070991
"NCT00332696",839,1,0,0.92583157719853,0.458841572152079
"NCT00333177",1432,1,0,2.16163338229507,0.368074063683546
"NCT00333840",349,0,0,4.79205272258451,0.458841572152079
"NCT00334113",935,1,0,0.140048693363622,0.331109257714762
"NCT00334295",345,0,0,0.536878297322267,0.458841572152079
"NCT00334893",564,1,0,1.0200311467566,0.359241126070991
"NCT00335777",664,1,0,1.92583157719853,0.398611425552789
"NCT00336024",352,0,0,3.154516836944,0.340836012861736
"NCT00336492",774,1,0,2.88402235142462,0.458841572152079
"NCT00336700",1514,1,0,0.322661181157175,0.387660069848661
"NCT00336856",1657,1,0,0.536878297322267,0.368074063683546
"NCT00337077",1690,1,0,1.34030314186561,0.359241126070991
"NCT00337285",545,1,0,3.03406611743406,0.447563996696945
"NCT00338728",303,0,0,0.873141541156236,0.398611425552789
"NCT00345839",422,1,0,5.61832612087737,0.458841572152079
"NCT00345865",364,0,0,2.23370362677784,0.398611425552789
"NCT00345878",692,1,0,2.86809476901137,0.458841572152079
"NCT00347009",355,0,0,3.50212991424654,0.458841572152079
"NCT00347919",445,1,0,2.63192053163693,0.458841572152079
"NCT00349349",1237,1,0,2.74028690623333,0.458841572152079
"NCT00350779",596,1,0,3.8459451418689,0.458841572152079
"NCT00350792",340,0,0,0.905258839325133,0.447563996696945
"NCT00351377",532,1,0,3.28400611579234,0.447563996696945
"NCT00351611",363,0,0,3.62495460384369,0.458841572152079
"NCT00352664",660,1,0,0.37144453491036,0.318713450292398
"NCT00353652",670,1,0,2.54698326209612,0.368074063683546
"NCT00354107",1362,1,0,0.357409564232904,0.359241126070991
"NCT00355368",1803,1,0,3.15564912026904,0.368074063683546
"NCT00356408",360,0,0,3.25394271643048,0.458841572152079
"NCT00356421",359,0,0,2.86207785158855,0.447563996696945
"NCT00356590",674,1,0,4.22672292473599,0.458841572152079
"NCT00357110",413,1,0,-0.0848362555306279,0.447563996696945
"NCT00357994",1169,1,0,2.55491433057818,0.458841572152079
"NCT00358462",429,1,0,3.3965089280177,0.368074063683546
"NCT00358579",549,1,0,3.51616488492399,0.398611425552789
"NCT00359632",350,0,0,2.51833414051073,0.458841572152079
"NCT00360568",803,1,0,2.90525883932513,0.458841572152079
"NCT00361569",449,1,0,3.41363572259487,0.447563996696945
"NCT00363467",435,1,0,-0.909497587974482,0.398611425552789
"NCT00363779",486,1,0,-0.642590435767096,0.57
"NCT00364377",824,1,0,0.241955256062018,0.368074063683546
"NCT00365105",1007,1,0,2.84343742823187,0.340836012861736
"NCT00366249",105,0,0,4.76473452732629,0.447563996696945
"NCT00367055",336,0,0,2.10242279372976,0.447563996696945
"NCT00368316",1560,1,0,5.40290848875702,0.359241126070991
"NCT00368355",1394,1,0,0.712393022961715,0.368074063683546
"NCT00368550",339,0,0,2.40695584557101,0.318713450292398
"NCT00369343",362,0,0,3.09165683675101,0.458841572152079
"NCT00369668",771,1,0,0.438445439646692,0.398611425552789
"NCT00369681",201,0,0,0.778941971598163,0.398611425552789
"NCT00370071",388,1,0,1.60623438894885,0.458841572152079
"NCT00371176",700,1,0,0.347504659088665,0.331109257714762
"NCT00371254",737,1,0,1.82772532535135,0.447563996696945
"NCT00371293",795,1,0,1.60360330404202,0.368074063683546
"NCT00371345",554,1,0,2.16163338229507,0.447563996696945
"NCT00372229",418,1,0,3.93259272763858,0.458841572152079
"NCT00372567",331,0,0,2.97461493095172,0.447563996696945
"NCT00372697",1169,1,0,1.39454423954765,0.447563996696945
"NCT00374803",1499,1,0,1.69823604650301,0.368074063683546
"NCT00375830",915,1,0,1.30140644254436,0.368074063683546
"NCT00375973",991,1,0,0.884022351424617,0.368074063683546
"NCT00376506",397,1,0,-0.243586975428085,0.359241126070991
"NCT00376961",2,0,0,0.965143198710393,0.340836012861736
"NCT00377429",1476,1,0,0.726251935555869,0.458841572152079
"NCT00377637",1594,1,0,4.07242302661959,0.458841572152079
"NCT00380861",423,1,0,1.1686738134027,0.458841572152079
"NCT00382070",1707,1,0,5.63224505615211,0.340836012861736
"NCT00382824",1102,1,0,0.894726230087681,0.398611425552789
"NCT00383084",944,1,0,1.10242279372976,0.398611425552789
"NCT00383435",339,0,0,4.76100491942523,0.458841572152079
"NCT00383786",1528,1,0,0.726251935555869,0.368074063683546
"NCT00385788",356,0,0,-0.208519096265257,0.398611425552789
"NCT00386009",338,0,0,2.66896874449952,0.447563996696945
"NCT00386100",281,0,0,4.47992046330739,0.458841572152079
"NCT00386607",872,1,0,4.39106411588692,0.447563996696945
"NCT00387790",1328,1,0,1.92583157719853,0.359241126070991
"NCT00387881",356,0,0,3.47126516505272,0.458841572152079
"NCT00388505",1176,1,0,4.29213724390402,0.458841572152079
"NCT00389532",300,0,0,2.31275627601294,0.458841572152079
"NCT00389857",513,1,0,1.45934478334848,0.458841572152079
"NCT00390806",220,0,0,4.23231339598946,0.458841572152079
"NCT00390884",814,1,0,2.57401297263701,0.458841572152079
"NCT00391027",339,0,0,3.84343742823187,0.458841572152079
"NCT00391976",1203,1,0,2.35100702052867,0.447563996696945
"NCT00392821",102,0,0,1.05423489368847,0.398611425552789
"NCT00393367",861,1,0,2.59632948380461,0.398611425552789
"NCT00393796",901,1,0,-0.184135788945741,0.398611425552789
"NCT00394095",569,1,0,1.45934478334848,0.368074063683546
"NCT00394355",356,0,0,4.35163472462188,0.458841572152079
"NCT00394524",69,0,0,1.52289737894686,0.368074063683546
"NCT00395629",1071,1,0,1.75312399454922,0.447563996696945
"NCT00395642",683,1,0,0.945780801851148,0.447563996696945
"NCT00396006",1097,1,0,2.2126938150129,0.458841572152079
"NCT00396032",448,1,0,2.48068586713458,0.447563996696945
"NCT00396409",813,1,0,2.37702914520946,0.458841572152079
"NCT00396812",1168,1,0,-0.762607982374115,0.359241126070991
"NCT00397631",325,0,0,4.29593864446021,0.458841572152079
"NCT00397878",748,1,0,-0.243586975428085,0.359241126070991
"NCT00398411",1678,1,0,1.94578080185115,0.368074063683546
"NCT00400153",338,0,0,4.98365251794016,0.447563996696945
"NCT00401193",457,1,0,2.94347353790696,0.458841572152079
"NCT00401518",1075,1,0,3.10698603216589,0.458841572152079
"NCT00402740",312,0,0,1.98121933081747,0.458841572152079
"NCT00403455",1202,1,0,0.589568333364561,0.331109257714762
"NCT00404495",347,0,0,2.09463247755873,0.458841572152079
"NCT00405548",1074,1,0,0.638351687117747,0.368074063683546
"NCT00405964",329,0,0,4.50614252610634,0.458841572152079
"NCT00406133",284,0,0,3.20241905994532,0.398611425552789
"NCT00406653",242,0,0,4.20241905994532,0.447563996696945
"NCT00407030",943,1,0,2.76903706645392,0.458841572152079
"NCT00407355",221,0,0,0.622488894639382,0.387660069848661
"NCT00408070",409,1,0,-0.642590435767096,0.398611425552789
"NCT00408993",342,0,0,2.71634703041163,0.447563996696945
"NCT00409006",347,0,0,1.98395230784333,0.447563996696945
"NCT00412360",515,1,0,3.74321908940498,0.398611425552789
"NCT00412516",1644,1,0,3.2946739485215,0.398611425552789
"NCT00412529",1007,1,0,1.68376790292263,0.458841572152079
"NCT00413166",1123,1,0,0.0542348936884742,0.398611425552789
"NCT00413231",479,1,0,1.52289737894686,0.458841572152079
"NCT00413374",1148,1,0,0.622488894639382,0.368074063683546
"NCT00413582",560,1,0,1.27810227322656,0.368074063683546
"NCT00415597",529,1,0,3.22531785689491,0.458841572152079
"NCT00415870",1512,1,0,0.935881757661277,0.368074063683546
"NCT00417482",653,1,0,2.59997644068746,0.398611425552789
"NCT00418262",772,1,0,1.37144453491036,0.368074063683546
"NCT00418522",333,0,0,4.14461193179975,0.458841572152079
"NCT00419341",1507,1,0,1.75312399454922,0.458841572152079
"NCT00419952",365,0,0,3.52959038154963,0.458841572152079
"NCT00420199",526,1,0,2.76615954989579,0.458841572152079
"NCT00420407",1230,1,0,1.07876968508037,0.398611425552789
"NCT00420420",785,1,0,1.45399542602999,0.458841572152079
"NCT00421993",442,1,0,5.06310929711779,0.447563996696945
"NCT00422591",391,1,0,1.58153618633587,0.398611425552789
"NCT00422656",729,1,0,0.57246934515459,0.368074063683546
"NCT00422903",342,0,0,2.16163338229507,0.458841572152079
"NCT00423293",1503,1,0,1.91562557378947,0.340836012861736
"NCT00423488",1097,1,0,1.1686738134027,0.458841572152079
"NCT00423592",1564,1,0,0.554914330578185,0.458841572152079
"NCT00423657",1016,1,0,4.47223250399774,0.447563996696945
"NCT00424190",1047,1,0,4.48940584404984,0.447563996696945
"NCT00424398",800,1,0,1.26006623997064,0.458841572152079
"NCT00424489",355,0,0,-1.30632719193313,0.368074063683546
"NCT00424502",1685,1,0,1.18207089667676,0.458841572152079
"NCT00424593",655,1,0,3.77742283633685,0.447563996696945
"NCT00424775",734,1,0,-0.909497587974482,0.458841572152079
"NCT00424827",439,1,0,-0.186309645326107,0.398611425552789
"NCT00425477",488,1,0,0.347504659088665,0.398611425552789
"NCT00425802",287,0,0,0.894726230087681,0.398611425552789
"NCT00427557",506,1,0,-0.540655216651517,0.398611425552789
"NCT00428792",1102,1,0,2.48068586713458,0.447563996696945
"NCT00429494",690,1,0,-0.115977648575383,0.398611425552789
"NCT00429663",718,1,0,1.52289737894686,0.368074063683546
"NCT00430300",1751,1,0,2.12525539589488,0.458841572152079
"NCT00430716",332,0,0,3.38715663779088,0.458841572152079
"NCT00431041",584,1,0,2.39713067759844,0.447563996696945
"NCT00433160",321,0,0,2.69150355248014,0.447563996696945
"NCT00433290",334,0,0,3.8307535284235,0.447563996696945
"NCT00433381",1148,1,0,1.35100702052867,0.359241126070991
"NCT00433446",1258,1,0,0.905258839325133,0.340836012861736
"NCT00433654",772,1,0,3.24880546610066,0.458841572152079
"NCT00433836",648,1,0,3.93478332544593,0.447563996696945
"NCT00434356",458,1,0,0.712393022961715,0.447563996696945
"NCT00434967",344,0,0,5.24654715091533,0.447563996696945
"NCT00436007",1556,1,0,3.28446794511244,0.458841572152079
"NCT00436852",1175,1,0,2.16163338229507,0.340836012861736
